CRN,COURSE,COLL,CRED,DELIVERY,TITLE,PROFS,TERM,TIMEBLOCK,ROOM
54058,PSYC 292L:22,AR,0,,PSYC 292 Lab,"Mazerolle, Erin; Neville-MacLean, Sherry",2ND,C5,MULH4024
54059,PSYC 292L:23,AR,0,,PSYC 292 Lab,"Mazerolle, Erin; Neville-MacLean, Sherry",2ND,K4,MULH4024
54060,PSYC 292L:24,AR,0,,PSYC 292 Lab,"Mazerolle, Erin; Neville-MacLean, Sherry",2ND,L4,MULH4024
50018,PSYC 301:10,AR,3,In-Person,History & Theory Psychology I,"Wright, Ted",1ST,W4/W5,MULH4030
50019,PSYC 302:20,AR,3,,History & Theory Psychology II,"Wright, Ted",2ND,W4/W5,AX124
55414,PSYC 313:20,AR,3,,Health Psychology,"Austen, Erin",2ND,U1/U2,BB337
55417,PSYC 327:10,AR,3,In-Person,The Psychology of Pain,"McKenna, John",1ST,X4/X5,MULH4032
54643,PSYC 341:10,AR,3,In-Person,The Self,"Koch, Erika",1ST,W1/W2,MULH4034
54781,PSYC 353:20,AR,3,,Psychology of Personality,"Koch, Erika",2ND,W7/W8,BB337
52114,PSYC 356:10,AR,3,In-Person,Forensic Practicum I,"Watt, Margo",1ST,Z4/Z5,MULH2032
52115,PSYC 357:20,AR,3,,Forensic Practicum II,"Watt, Margo",2ND,Z4/Z5,AX113
55656,PSYC 363:66,AR,3,Distance (Other),Applied Psychology: Society,"Haynes, Graeme",1ST,TBA,Online
55418,PSYC 365:10,AR,3,Online-Scheduled Delivery,Dev Social Psyc of Gender,"MacLean, Kim",1ST,U4/U5,
55657,PSYC 372:66,AR,3,Distance (Other),Cultural Psychology,"Corbit, John",1ST,TBA,Online
55658,PSYC 374:66,AR,3,,Human Dev Across Cultures,"Corbit, John",2ND,TBA,Online
50026,PSYC 376:10,AR,3,Online-Scheduled Delivery,Abnormal Psychology,"Weaver, Angela",1ST,W1/W2,
52869,PSYC 376:20,AR,3,,Abnormal Psychology,"Weaver, Angela",2ND,W1/W2,BB337
51827,PSYC 378:10,AR,3,Online-Scheduled Delivery,Human Sexuality,"Weaver, Angela",1ST,W7/W8,
50593,PSYC 379:20,AR,3,,Intro to Clinical Psychology,"Weaver, Angela",2ND,Z1/Z2,BB236
55424,PSYC 381:10,AR,3,In-Person,Correctional Psychology,"Watt, Margo",1ST,Z7/Z8,SCHW290
55425,PSYC 382:20,AR,3,,Psychology & Law,"Watt, Margo",2ND,Z7/Z8,AX113
51184,PSYC 391:10,AR,0,In-Person,Junior Seminar,"MacLean, Kim",1ST,G1/M2,SCHW156
53681,PSYC 394:10,AR,3,In-Person,Adv Psychological Research,"Mazerolle, Erin",1ST,Z1/Z2,MULH2030
53682,PSYC 394L:11,AR,0,In-Person,PSYC 394 Lab,"Mazerolle, Erin; Neville-MacLean, Sherry",1ST,Z4,LIB08
53683,PSYC 394L:12,AR,0,In-Person,PSYC 394 Lab,"Mazerolle, Erin; Neville-MacLean, Sherry",1ST,X7,SCHW256
55420,PSYC 421:10,AR,3,In-Person,Adv Topics in Cognition,"Austen, Erin",1ST,O2/X2,MULH4022
55421,PSYC 431:20,AR,3,,Adv Behavioral Neuroscience I,"McKenna, John",2ND,W7/W8,BB305
52871,PSYC 442:20,AR,3,,Adv Social & Personality Psyc,"Koch, Erika",2ND,W1/W2,AX113
55423,PSYC 462:10,AR,3,In-Person,Perceptual and Cognitive Dev,"Callaghan, Tara",1ST,O4/W5,MULH3024
40885,PSYC 490:00,AR,6,In-Person,Honours Thesis,"MacLean, Kim; McCormick, Peter",FULL,TBA,
51185,PSYC 491:10,AR,0,In-Person,Senior Seminar,"MacLean, Kim",1ST,G1/M2,SCHW156
55513,RELS 103:10,AR,3,In-Person,World Religions: Need to Know,"Charles, Ronald",1ST,Z4/Z5,SCHW205
55514,RELS 103:20,AR,3,,World Religions: Need to Know,"Darwish, Linda",2ND,U7/U8,MULH2032
53295,RELS 117:21,AR,3,,Ethical Principles for Health,"Darwish, Linda",2ND,W7/W8,MULH2032
53389,RELS 117:22,AR,3,,Ethical Principles for Health,"Kennedy, Robert",2ND,W7/W8,MULH4022
55107,RELS 209:20,AR,3,,Beginning Arabic,"Darwish, Linda",2ND,R4/R5,NT412
55292,RELS 210:10,AR,3,In-Person,The Bible and Film,"Penner, Ken",1ST,W4/W5,SCHW290
51129,RELS 215:10,AR,3,In-Person,Sociology of Religion,"Charles, Ronald",1ST,W7/W8,MULH2034
55297,RELS 221:20,AR,3,,Religion & Environment,"Kennedy, Robert",2ND,O4/O5,SCHW290
54886,RELS 222:10,AR,3,In-Person,Fantastic Beasts,"Kennedy, Robert",1ST,O4/O5,MULH2034
55293,RELS 225:10,AR,3,In-Person,Cults & Alternative Religions,"Penner, Ken",1ST,W1/W2,SCHW152
54889,RELS 254:20,AR,3,,Islam,"Darwish, Linda",2ND,U4/U5,NT612
55300,RELS 289:20,AR,3,,ST: Superheros & Supernatural,"Penner, Ken",2ND,W4/W5,CO120
55295,RELS 315:20,AR,3,,Authentic Power & Gender,"Sandness, Adela",2ND,Z7/Z8,
55298,RELS 316:20,AR,3,,Women in Early Judaism,"Penner, Ken",2ND,Z4/Z5,NT612
55299,RELS 331:20,AR,3,,Bible Inspired Soc. Activists,"Penner, Ken",2ND,W1/W2,MULH4030
55294,RELS 333:10,AR,3,In-Person,"Religion, Violence & Peace","Kennedy, Robert",1ST,X4/X5,MULH2030
53073,RELS 334:20,AR,3,,Black African Diaspora,"Charles, Ronald",2ND,W7/W8,MULH3022
55653,RELS 336:66,AR,3,Distance (Other),Religion and Politics,"Stan, Lavinia",1ST,TBA,Online
55740,RELS 353:10,AR,3,In-Person,Christian Art: Life of Christ,"Gregory, Sharon",1ST,W4/W5,SCHW289
54890,RELS 363:20,AR,3,,Roman Christianity,"Charles, Ronald",2ND,U4/U5,CO265
55756,RELS 375:66,AR,3,,Islam in Canada,"Darwish, Linda",2ND,TBA,Online
55301,RELS 394:10,AR,3,In-Person,ST: Religion & Music,"Charles, Ronald",1ST,M1/M2,MULH3034
54894,RELS 395:10,AR,3,Online-Scheduled Delivery,ST: Authentic Leadership,"Sandness, Adela",1ST,Z7/Z8,
55837,RELS 399:20,AR,3,,ST: Healthcare Ethics,"Kennedy, Robert",2ND,O4/O5,SCHW414
54027,SMGT 101:21,SC,3,,Intro to Sport Management,"Fabian, Tom",2ND,X1/X2,SCHW152
54741,SMGT 101:22,SC,3,,Intro to Sport Management,"Fabian, Tom",2ND,X4/X5,SCHW205
54737,SMGT 322:10,SC,3,Online-Scheduled Delivery,HRM in Sport Organizations,"Fabian, Tom",1ST,X4/X5,
54739,SMGT 327:20,SC,3,,Sport Ethics & Law,"Fabian, Tom",2ND,O7/O8,SCHW205
55380,SMGT 423:10,BU,3,Online-Scheduled Delivery,Sports Marketing,"Fabian, Tom",1ST,X1/X2,
52672,SOCI 101:11,AR,3,In-Person,Introduction to Sociology I,"MacDonald, Donna",1ST,Z1/Z2,GM001
51971,SOCI 101:12,AR,3,In-Person,Introduction to Sociology I,"Lynes, David",1ST,M1/M2,MSBS225
51973,SOCI 101:13,AR,3,In-Person,Introduction to Sociology I,"Garrod, Joel",1ST,W4/W5,MULH2034
51977,SOCI 101:14,AR,3,In-Person,Introduction to Sociology I,"Marmura, Stephen",1ST,U7/U8,SCHW215
51979,SOCI 101:15,AR,3,Online-Scheduled Delivery,Introduction to Sociology I,"Cormack, Patricia",1ST,K1/K2/K3,
51981,SOCI 101:16,AR,3,Online-Scheduled Delivery,Introduction to Sociology I,"Mallory, Peter",1ST,Z4/Z5,
54248,SOCI 101:17,AR,3,Online-Scheduled Delivery,Introduction to Sociology I,"Mallory, Peter",1ST,Z7/Z8,
55566,SOCI 101:18,AR,3,In-Person,Introduction to Sociology I,"Bantjes, Rod",1ST,B7/B8/B9,MULH2070
52668,SOCI 101:20,AR,3,,Introduction to Sociology I,"Lenco, Peter",2ND,A4/A5/A6,MULH2030
55659,SOCI 101:66,AR,3,Distance (Other),Introduction to Sociology I,"MacDonald, Donna",1ST,TBA,Online
55071,SOCI 102:10,AR,3,In-Person,Introduction to Sociology II,"Lenco, Peter",1ST,A4/A5/A6,KC2020-21
51972,SOCI 102:21,AR,3,,Introduction to Sociology II,"Lynes, David",2ND,U7/U8,MULH2034
51974,SOCI 102:22,AR,3,,Introduction to Sociology II,"Garrod, Joel",2ND,W4/W5,BB337
51978,SOCI 102:23,AR,3,,Introduction to Sociology II,"Marmura, Stephen",2ND,U7/U8,MULH2030
51980,SOCI 102:24,AR,3,,Introduction to Sociology II,"Garrod, Joel",2ND,O4/O5,MULH4032
51982,SOCI 102:25,AR,3,,Introduction to Sociology II,"Mallory, Peter",2ND,Z4/Z5,SCHW215
55567,SOCI 102:26,AR,3,,Introduction to Sociology II,"Bantjes, Rod",2ND,B7/B8/B9,SCHW110
55660,SOCI 102:66,AR,3,,Introduction to Sociology II,"MacDonald, Donna",2ND,TBA,Online
51082,SOCI 202:10,AR,3,In-Person,Research Principles & Practice,"Verberg, Norine",1ST,X4/X5,SCHW156
55784,SOCI 203:10,AR,3,In-Person,Gender,"Harling Stalker, L (Lynda)",1ST,U4/U5,MULH4030
54620,SOCI 207:20,AR,3,,Health Justice,"Chisholm, Riley",2ND,Z1/Z2,CO120
55568,SOCI 216:20,AR,3,,Canadian Society,"MacDonald, Donna",2ND,Z1/Z2,MULH4030
53602,SOCI 217:20,AR,3,,Race and Identities,"Aubrecht, Catherine (Katie)",2ND,U4/U5,BB305
55661,SOCI 221:66,AR,3,Distance (Other),Marriage & Family Life,,1ST,TBA,Online
51084,SOCI 227:10,AR,3,In-Person,Sociology of Religion,"Charles, Ronald",1ST,W7/W8,MULH2034
55663,SOCI 231:66,AR,3,Distance (Other),Education in Canadian Society,"Smythe, Deirdre",1ST,TBA,Online
55569,SOCI 243:10,AR,3,Online-Scheduled Delivery,Consumer Society,"Cormack, Patricia",1ST,Z1/Z2,
55562,SOCI 244:20,AR,3,,Cultures and Societies,"Mallory, Peter",2ND,Z7/Z8,MULH2070
55570,SOCI 247:10,AR,3,In-Person,Environmental Social Science I,"Bantjes, Rod",1ST,W4/W5,SCHW252
52677,SOCI 252:20,AR,3,,Topics in Deviance,"Chisholm, Riley",2ND,U4/U5,MULH3030
55563,SOCI 254:10,AR,3,Online-Scheduled Delivery,Experiencing Social Class,"Cormack, Patricia",1ST,W1/W2,
55575,SOCI 297:10,AR,3,In-Person,ST: Political Sociology,"Garrod, Joel",1ST,W7/W8,MULH3030
55571,SOCI 298:10,AR,3,In-Person,ST: Youth,"Lenco, Peter",1ST,O1/O2,SCHW152
48854,SOCI 301:10,AR,3,Online-Scheduled Delivery,Classical Social Theory,"Lynes, David",1ST,W4/W5,
54497,SOCI 301:20,AR,3,,Classical Social Theory,"Lenco, Peter",2ND,O1/O2,MULH4022
54496,SOCI 302:10,AR,3,In-Person,Topics in Contemporary Theory,"Lenco, Peter",1ST,W1/W2,KC2022
49933,SOCI 302:20,AR,3,,Topics in Contemporary Theory,"Lenco, Peter",2ND,W1/W2,MULH3022
55572,SOCI 303:20,AR,3,,Social & Political Thought,"Bantjes, Rod",2ND,Z4/Z5,AX124
53252,SOCI 304:10,AR,3,Online-Scheduled Delivery,Feminist Theory,"Hurst, Rachel",1ST,Z7/Z8,
55786,SOCI 307:10,AR,3,In-Person,Qualitative Research Methods,"Harling Stalker, L (Lynda)",1ST,Z1/Z2,SCHW414
53609,SOCI 312:20,AR,3,,Social Movements,"Bantjes, Rod",2ND,W4/W5,CO265
55573,SOCI 313:10,AR,3,Online-Scheduled Delivery,Conceptions of Disability,"Aubrecht, Catherine (Katie)",1ST,T1,
55664,SOCI 315:66,AR,3,,Addictions,"Smythe, Deirdre",2ND,TBA,Online
54513,SOCI 328:20,AR,3,,Social Inequality,"Verberg, Norine",2ND,X4/X5,MULH3026
54492,SOCI 331:10,AR,3,In-Person,Media Effects,"Marmura, Stephen",1ST,U1/U2,PS3046
53072,SOCI 337:20,AR,3,,Black African Diaspora,"Charles, Ronald",2ND,W7/W8,MULH3022
52682,SOCI 356:20,AR,3,,"Power, Culture & Identity","Marmura, Stephen",2ND,O4/O5,MULH3026
55758,SOCI 374:66,AR,3,,Islam in Canada,"Darwish, Linda",2ND,TBA,Online
51092,SOCI 391:00,AR,3,In-Person,Junior Seminar,"Verberg, Norine",FULL,B8,MULH3034
55564,SOCI 394:20,AR,3,,ST: Canadian Criminal Justice,"Lynes, David",2ND,Z4/Z5,CO110
54887,SOCI 397:20,AR,3,,ST: Climate and Justice,"Chisholm, Riley",2ND,O4/O5,MULH4034
44131,SOCI 400:00,AR,6,In-Person,Honours Sem & Thesis Research,"Verberg, Norine",FULL,TBA,
55574,SOCI 427:20,AR,3,,Friendship and Personal Life,"Mallory, Peter",2ND,E6,AX113
55565,SOCI 451:10,AR,3,Online-Scheduled Delivery,Topics in Crim & Soc Justice,"Lynes, David",1ST,W7/W8,
51094,SOCI 491:00,AR,0,In-Person,Senior Seminar,"Verberg, Norine",FULL,B8,MULH3034
54618,SOCI 498:20,AR,3,,ST: Science & Technology,"Marmura, Stephen",2ND,U1/U2,MULH3026
50459,SPAN 101:11,AR,3,Online-Scheduled Delivery,Spanish for Beginners I,"Tokarz, Wojciech",1ST,C1/C2/C3,
53979,SPAN 101:12,AR,3,In-Person,Spanish for Beginners I,"Paz MacKay, Maria",1ST,A4/A5/A6,MULH4032
54462,SPAN 101:13,AR,3,In-Person,Spanish for Beginners I,"Paz MacKay, Maria",1ST,A7/A8/A9,MULH4030
51330,SPAN 101:20,AR,3,,Spanish for Beginners I,"ODL - TBA, M",2ND,K1/K2/K3,IM201
52665,SPAN 101L:21,AR,0,,SPAN 101 Lab,"Maillet, David",2ND,TBA,IM210
52836,SPAN 101L:22,AR,0,,SPAN 101 Lab,"Maillet, David",2ND,TBA,IM210
53984,SPAN 101L:23,AR,0,,SPAN 101 Lab,"Maillet, David",2ND,TBA,IM210
50462,SPAN 102:21,AR,3,,Spanish for Beginners II,"Tokarz, Wojciech",2ND,C1/C2/C3,IM201
50463,SPAN 102:22,AR,3,,Spanish for Beginners II,"Paz MacKay, Maria",2ND,A4/A5/A6,MULH3022
51924,SPAN 102L:21,AR,0,,SPAN 102 Lab,"Maillet, David",2ND,TBA,IM210
51925,SPAN 102L:22,AR,0,,SPAN 102 Lab,"Maillet, David",2ND,TBA,IM210
51926,SPAN 102L:23,AR,0,,SPAN 102 Lab,"Maillet, David",2ND,TBA,IM210
55190,SPAN 102L:24,AR,0,,SPAN 102 Lab,"Maillet, David",2ND,TBA,IM210
49950,SPAN 221:10,AR,3,In-Person,Intermediate Spanish I,"Paz MacKay, Maria",1ST,B4/B5/B6,MULH3026
49951,SPAN 222:20,AR,3,,Intermediate Spanish II,"Tokarz, Wojciech",2ND,B4/B5/B6,AX113
51932,SPAN 222L:20,AR,0,,SPAN 222 Lab,"Maillet, David",2ND,TBA,IM210
55531,SPAN 255:20,AR,3,,Cultural Prod. & Human Rights,"Paz MacKay, Maria",2ND,W4/W5,IM202
55608,SPAN 398:10,AR,3,Online-Scheduled Delivery,ST: Spanish & Documentary Film,"Tokarz, Wojciech",1ST,W4/W5,
52338,STAT 101:11H,SC,3,In-Person,Introductory Statistics,"Cupido, Kyran",1ST,W7/W8,MSBS225
52339,STAT 101:12H,SC,3,In-Person,Introductory Statistics,"Levman, Jacob",1ST,Z7/Z8,MULH2070
52340,STAT 101:13H,SC,3,In-Person,Introductory Statistics,"Apaloo, Joseph",1ST,O1/O2,SCHW110
52904,STAT 101:14H,SC,3,Online-Scheduled Delivery,Introductory Statistics,"TAT - TBA, S",1ST,L1/L2/L3,
52341,STAT 101:21B,SC,3,,Introductory Statistics,"van den Hoogen, Robert",2ND,W7/W8,MULH2070
52342,STAT 101:22B,SC,3,,Introductory Statistics,"Apaloo, Joseph",2ND,O1/O2,GM001
52343,STAT 101:23B,SC,3,,Introductory Statistics,"van den Hoogen, Robert",2ND,Z1/Z2,SCHW205
55665,STAT 101:66,SC,3,Distance (Other),Introductory Statistics,,1ST,TBA,Online
55666,STAT 101:67,SC,3,,Introductory Statistics,"Lee, Derrick",2ND,TBA,Online
41914,STAT 224:20,SC,3,,Prob & Stats for Engineers,"Lee, Derrick",2ND,L4/L5/L6,MULH2030
41942,STAT 224L:20,SC,0,,STAT 224 Problem Session,"Keizer, Peter",2ND,E5,SCHW256
41915,STAT 231:10,SC,3,In-Person,Stats for Students in Sciences,"Cupido, Kyran",1ST,C1/C2/C3,MULH3034
53247,STAT 231:20,SC,3,,Stats for Students in Sciences,"Lee, Derrick",2ND,L4/L5/L6,MULH2030
52924,STAT 231L:10,SC,0,In-Person,STAT 231 Lab,"Keizer, Peter",1ST,C9,MULH4034
53246,STAT 231L:20,SC,0,,STAT 231 Lab,"Keizer, Peter",2ND,E5,SCHW256
55387,STAT 311:20,SC,3,,Survey Sampling Design,"Cupido, Kyran",2ND,A1/A2/A3,AX23A
41917,STAT 331:20,SC,3,,Statistical Methods,"Cupido, Kyran",2ND,C1/C2/C3,MULH3024
52928,STAT 331L:20,SC,0,,STAT 331 Lab,"Keizer, Peter",2ND,C9,MULH4024
41918,STAT 333:10,SC,3,In-Person,Intro Probability Theory,"TAT - TBA, S",1ST,K1/K2/K3,MULH3024
47770,STAT 491:00,SC,0,In-Person,Senior Seminar,"Finbow, Stephen",FULL,A7,MULH4034
47771,STAT 493:00,SC,3,In-Person,Senior Thesis,"Finbow, Stephen",FULL,TBA,
55791,STFX 012:20,AR,12,,Holding Course 2nd term-12CR,,3CO,TBA,
55790,STFX 015:20,AR,15,,Holding Course 2nd term-15CR,,3CO,TBA,
48927,WMGS 100:11J,AR,6,In-Person,Intro Women's & Gender Studies,"Forestell, Nancy",FULL,Z4/Z5,MULH2030
48928,WMGS 100:12,AR,6,In-Person,Intro Women's & Gender Studies,"Chattopadhyay, Sutapa",FULL,W4/W5,MULH2032
54164,WMGS 100:13,AR,6,Online-Scheduled Delivery,Intro Women's & Gender Studies,"Black, Johanna",FULL,T1,
55785,WMGS 203:10,AR,3,In-Person,Gender,"Harling Stalker, L (Lynda)",1ST,U4/U5,MULH4030
48929,WMGS 205:10,AR,3,In-Person,"Gender, Sexuality & the Body","Hurst, Rachel",1ST,T2,MULH3024
53603,WMGS 217:20,AR,3,,Race and Identities,"Aubrecht, Catherine (Katie)",2ND,U4/U5,BB305
55662,WMGS 221:66,AR,3,Distance (Other),Marriage & Family Life,,1ST,TBA,Online
48933,WMGS 303:10,AR,3,Online-Scheduled Delivery,Feminist Theory,"Hurst, Rachel",1ST,Z7/Z8,
54050,WMGS 312:20,AR,3,,Women and Popular Music,"Billington, Ryan",2ND,U5/W4,GM108
55577,WMGS 315:10,AR,3,In-Person,Gender & Development,"Chattopadhyay, Sutapa",1ST,W1/W2,MULH3022
55303,WMGS 316:20,AR,3,,Women in Early Judaism,"Penner, Ken",2ND,Z4/Z5,NT612
54782,WMGS 318:10,AR,3,In-Person,Cdn Women's: Modernity,"Forestell, Nancy",1ST,Z7/Z8,MULH3034
55337,WMGS 327:20,AR,3,,Feminist Anthropology,"Vincent, Susan",2ND,Z4/Z5,BB337
55450,WMGS 332:20,AR,3,,Gender Sport/Physical Activity,"Weaving, Charlene",2ND,X7/Z7,ASCHL207
55419,WMGS 344:10,AR,3,Online-Scheduled Delivery,Dev Social Psyc of Gender,"MacLean, Kim",1ST,U4/U5,
55655,WMGS 345:66,AR,3,,Women and Politics,"Stan, Lavinia",2ND,TBA,Online
55576,WMGS 346:20,AR,3,,Critical Race & Sexuality,"Hurst, Rachel",2ND,Z7/Z8,CO265
54615,WMGS 364:20,AR,3,,Social Justice and Health,,2ND,U8/Z8,MSBC117
53622,WMGS 367:10,AR,3,In-Person,Gender and Management,"Price, Shelley",1ST,U7/U8,SCHW205
55505,WMGS 370:20,AR,3,,Gender Sexuality Empires,"Semple, Rhonda",2ND,E5,MULH3024
53337,WMGS 378:10,AR,3,Online-Scheduled Delivery,Human Sexuality,"Weaver, Angela",1ST,W7/W8,
55835,WMGS 395:20,AR,3,,ST: Feminist Art History,"RT - TBA, A",2ND,T2,CO265
55296,WMGS 397:20,AR,3,,Authentic Power & Gender,"Sandness, Adela",2ND,Z7/Z8,
